,SEX,DESIGNATION,AGE,SALARY,UNIT,LEAVES USED,RATINGS,PAST EXP,YEARS
925,1,Analyst,24,40267,IT,17,4,0,2.99247091
926,1,Analyst,25,46965,Management,30,3,2,2.488706366
927,0,Analyst,22,41071,Management,28,5,0,2.683093771
928,1,Analyst,25,40261,IT,24,2,3,0.971937029
929,0,Analyst,25,40270,IT,17,5,3,1.385352498
930,0,Analyst,21,42148,Management,29,2,0,1.853524983
931,1,Analyst,22,43671,Management,18,5,0,1.77412731
932,1,Analyst,22,42469,Management,19,3,0,2.551676934
933,1,Analyst,23,47979,Finance,16,5,0,1.522245038
934,0,Analyst,21,46370,Operations,23,2,0,1.848049281
935,1,Analyst,25,44273,Web,29,5,2,1.631759069
936,0,Manager,32,129647,Marketing,16,5,8,2.179329227
937,1,Analyst,22,41316,Finance,15,2,0,1.612594114
938,0,Analyst,22,43159,Web,25,5,0,0.93908282
939,0,Senior Analyst,26,56300,IT,15,2,3,2.231348392
940,0,Analyst,24,40236,IT,26,5,2,1.14715948
941,1,Analyst,23,44730,Finance,19,3,1,0.991101985
942,1,Associate,32,78311,Marketing,30,3,7,3.635865845
943,1,Analyst,22,45875,Web,18,2,0,2.409308693
944,1,Senior Analyst,27,65600,IT,24,4,3,1.420944559
945,1,Analyst,21,46851,Operations,16,4,0,2.32991102
946,1,Manager,34,114337,Finance,27,4,9,1.01026694
947,0,Analyst,22,45527,Marketing,30,5,0,3.000684463
948,0,Associate,31,83091,Web,28,3,2,4.429842574
949,0,Analyst,21,40244,IT,22,3,0,1.579739904
950,0,Analyst,24,49315,Operations,25,5,1,1.796030116
951,1,Analyst,25,45461,Marketing,25,2,2,1.733059548
952,0,Senior Analyst,25,59425,Finance,21,2,0,3.091033539
953,0,Analyst,21,41966,IT,27,3,0,1.993155373
954,1,Analyst,25,43938,Web,25,2,3,1.221081451
955,0,Analyst,21,41759,Management,28,2,0,1.119780972
956,1,Senior Manager,36,171056,IT,22,3,10,2.702258727
957,1,Analyst,25,40214,Finance,29,2,2,1.812457221
958,0,Analyst,25,43148,Operations,27,2,2,1.527720739
959,1,Analyst,21,48074,Web,15,2,0,1.823408624
960,0,Analyst,23,45561,Web,16,4,0,2.310746064
961,0,Analyst,23,42987,Marketing,29,4,0,2.973305955
962,0,Analyst,24,44125,Web,27,2,1,1.883641342
963,1,Analyst,23,45790,Management,27,2,0,1.987679671
964,0,Analyst,23,47807,Management,26,2,1,1.308692676
965,0,Analyst,24,44763,Web,18,2,0,2.557152635
966,1,Analyst,24,41516,Operations,28,2,2,1.404517454
967,1,Analyst,25,49764,Operations,28,4,2,1.891854894
968,0,Analyst,23,48892,Marketing,16,3,1,1.130732375
969,0,Analyst,23,49248,Operations,26,3,0,2.316221766
970,1,Analyst,25,45818,Marketing,21,2,2,2.228610541
971,1,Analyst,24,45675,Finance,25,2,0,2.924024641
972,1,Analyst,23,45744,IT,23,2,1,1.226557153
973,1,Analyst,25,43418,Management,20,5,2,1.607118412
974,0,Analyst,21,43601,IT,26,2,0,2.308008214
975,0,Senior Analyst,26,66908,IT,17,4,1,2.472279261
976,0,Analyst,23,47667,Marketing,28,4,0,2.606433949
977,1,Analyst,24,48689,IT,29,2,1,1.957563313
978,1,Analyst,22,45633,Management,26,5,0,2.970568104
979,0,Analyst,25,48287,Management,15,3,2,1.9137577
980,1,Analyst,25,49459,Marketing,30,3,3,1.330595483
981,0,Analyst,24,48222,Operations,15,5,1,2.026009582
982,1,Analyst,25,47590,IT,16,4,3,1.021218344
983,1,Analyst,25,41166,Finance,21,2,3,1.149897331
984,1,Analyst,25,42064,Operations,19,3,1,2.784394251
985,1,Analyst,24,44557,Management,15,2,2,1.409993155
986,0,Associate,28,87171,Finance,29,3,2,2.507871321
987,0,Analyst,22,41053,Marketing,26,3,0,1.163586585
988,1,Analyst,23,41320,Finance,22,5,0,2.340862423
989,0,Analyst,24,49662,Finance,15,2,1,1.522245038
990,1,Analyst,21,42476,Management,23,2,0,0.971937029
991,1,Senior Analyst,27,51380,Finance,20,5,5,1.363449692
992,0,Analyst,24,42344,Marketing,17,4,2,1.051334702
993,1,Analyst,24,47714,Marketing,22,2,1,2.135523614
994,1,Analyst,24,44406,Operations,23,4,1,1.905544148
995,0,Analyst,25,42214,Finance,18,5,3,1.029431896
996,1,Analyst,21,46813,Marketing,18,3,0,1.045859001
997,0,Analyst,23,48406,Operations,27,2,1,1.160848734
998,0,Analyst,22,41265,Web,29,4,0,2.343600274
999,0,Analyst,21,43539,Web,25,2,0,2.431211499
1000,1,Analyst,24,43875,Finance,23,4,0,2.587268994
1001,1,Analyst,23,44814,Marketing,28,4,0,2.351813826
1002,0,Analyst,24,40961,Management,22,5,1,2.368240931
1003,1,Associate,31,91165,Management,28,5,9,1.174537988
1004,1,Analyst,24,48354,Management,29,5,1,2.381930185
1005,1,Associate,31,82514,Finance,28,2,5,3.225188227
1006,1,Analyst,24,42303,Management,16,4,1,1.713894593
1007,1,Analyst,21,40424,IT,29,4,0,1.626283368
1008,0,Analyst,23,47591,Marketing,29,3,0,1.908281999
1009,1,Analyst,23,42490,IT,24,4,1,1.048596851
1010,1,Manager,35,135858,Management,28,5,8,4.933607118
1011,0,Analyst,23,43783,Web,27,3,0,1.979466119
1012,1,Analyst,25,46386,IT,22,3,1,2.981519507
1013,1,Analyst,24,41781,Web,23,5,2,1.127994524
1014,0,Senior Analyst,27,64636,Web,26,3,1,2.74880219
1015,1,Analyst,24,41069,Operations,26,4,0,2.954140999
1016,1,Analyst,22,45481,Management,24,3,0,1.440109514
1017,1,Analyst,21,42473,Operations,30,5,0,1.330595483
1018,1,Senior Analyst,28,55949,Finance,20,2,0,3.496235455
1019,0,Analyst,25,47237,Management,23,2,2,2.245037645
1020,1,Analyst,22,49213,Marketing,28,5,0,2.004106776
1021,1,Analyst,23,45289,Management,20,4,0,2.663928816
1022,1,Analyst,24,47142,Management,18,4,2,1.00752909
1023,1,Analyst,25,41777,Operations,30,3,1,2.945927447
1024,1,Analyst,22,44478,Web,19,4,0,1.776865161
1025,0,Analyst,25,45128,IT,18,3,2,2.43394935
1026,0,Analyst,22,48959,Marketing,29,2,0,2.228610541
1027,0,Senior Analyst,25,52009,Marketing,16,4,3,1.478439425
1028,1,Analyst,25,46697,IT,21,5,2,2.028747433
1029,0,Analyst,25,43009,Operations,19,2,1,2.559890486
1030,1,Analyst,24,49928,Operations,28,5,1,1.713894593
1031,1,Associate,29,93342,Management,18,4,3,1.804243669
1032,1,Analyst,22,42886,Operations,25,5,0,1.368925394
1033,1,Analyst,23,46693,IT,20,3,0,2.639288159
1034,0,Analyst,21,43677,Marketing,16,3,0,2.95687885
1035,1,Senior Analyst,26,52792,Marketing,27,3,0,3.917864476
1036,0,Analyst,25,49300,Marketing,17,3,1,2.729637235
1037,1,Analyst,22,45538,IT,23,3,0,0.980150582
1038,0,Analyst,22,45538,Finance,20,4,0,2.280629706
1039,1,Associate,32,88539,Management,26,5,8,1.848049281
1040,0,Analyst,25,46847,Finance,15,2,3,1.264887064
1041,0,Analyst,24,47248,Marketing,28,3,2,1.270362765
1042,1,Analyst,22,43511,IT,29,3,0,1.620807666
1043,1,Associate,28,98506,Operations,20,3,2,1.711156742
1044,1,Senior Analyst,28,63841,Web,21,5,0,3.852156057
1045,0,Analyst,23,46990,Finance,19,2,0,2.809034908
1046,1,Senior Analyst,28,69432,Finance,19,4,4,2.316221766
1047,1,Analyst,23,47469,Operations,18,4,0,1.801505818
1048,1,Senior Analyst,27,69231,Marketing,16,2,0,3.334702259
1049,1,Analyst,24,49689,Marketing,27,5,1,1.995893224
1050,0,Analyst,25,47786,Finance,15,4,3,1.248459959
1051,0,Analyst,24,46116,Management,28,2,2,1.399041752
1052,1,Analyst,23,42481,IT,30,2,0,2.023271732
1053,0,Analyst,25,48484,Management,29,2,3,1.092402464
1054,0,Analyst,23,47216,IT,26,3,0,2.562628337
1055,1,Associate,32,86819,Finance,15,3,7,2.182067077
1056,1,Senior Analyst,25,55885,Marketing,30,4,0,1.979466119
1057,0,Senior Manager,39,177412,Web,17,2,14,0.969199179
1058,0,Senior Analyst,26,69716,Marketing,20,2,4,1.067761807
1059,0,Analyst,22,49831,Web,21,5,0,0.941820671
1060,1,Analyst,24,48410,Marketing,24,3,2,1.242984257
1061,1,Analyst,21,47201,Management,26,4,0,1.349760438
1062,1,Analyst,22,42384,IT,29,5,0,2.576317591
1063,1,Analyst,22,40808,IT,17,2,0,1.84257358
1064,1,Analyst,21,44657,Web,18,2,0,2.491444216
1065,1,Analyst,21,46142,Marketing,28,4,0,2.951403149
1066,1,Associate,29,92590,Operations,26,4,3,3.167693361
1067,0,Analyst,23,45755,Marketing,20,4,0,2.444900753
1068,1,Analyst,22,44469,IT,28,5,0,1.106091718
1069,0,Analyst,22,44744,Web,27,5,0,2.094455852
1070,0,Senior Analyst,28,62659,IT,29,2,2,3.055441478
1071,1,Analyst,23,48317,IT,25,2,1,1.407255305
1072,0,Analyst,22,49444,Finance,22,5,0,2.691307324
1073,0,Senior Analyst,28,61787,Marketing,22,5,0,3.370294319
1074,1,Analyst,22,45179,Management,22,5,0,1.352498289
1075,1,Analyst,25,44428,Management,28,5,3,0.963723477
1076,0,Analyst,22,42819,Finance,25,5,0,1.53045859
1077,1,Senior Analyst,26,65110,IT,25,5,0,2.932238193
1078,1,Associate,28,93996,Operations,21,2,1,4.062970568
1079,0,Analyst,24,40406,IT,24,4,1,2.05065024
1080,0,Analyst,22,43923,Management,22,5,0,2.299794661
1081,0,Analyst,24,43121,Management,18,4,1,2.305270363
1082,1,Analyst,22,48246,Marketing,22,5,0,2.650239562
1083,0,Analyst,23,45389,Management,27,2,1,1.056810404
1084,1,Analyst,21,47668,Operations,29,2,0,2.29431896
1085,1,Senior Analyst,25,51747,Marketing,24,4,0,1.204654346
1086,1,Associate,28,86702,Operations,16,5,1,4.287474333
1087,0,Analyst,21,42132,Finance,24,2,0,2.004106776
1088,0,Senior Analyst,28,51640,Management,28,2,5,1.626283368
1089,0,Analyst,23,47755,Web,15,3,0,2.50513347
1090,0,Analyst,22,49660,Marketing,24,4,0,1.664613279
1091,0,Analyst,21,49826,Operations,17,3,0,0.993839836
1092,0,Analyst,21,46839,Marketing,17,3,0,2.0862423
1093,0,Analyst,21,48203,Web,24,2,0,2.305270363
1094,0,Analyst,23,48869,IT,21,4,1,1.366187543
1095,0,Senior Manager,36,181470,Finance,18,2,8,3.241615332
1096,0,Senior Analyst,26,69590,IT,22,3,0,2.581793292
1097,0,Analyst,22,45513,Operations,25,3,0,1.757700205
1098,0,Analyst,21,47769,Finance,21,5,0,2.119096509
1099,1,Analyst,25,48171,Management,18,2,3,1.445585216
1100,1,Analyst,23,45551,Management,17,2,0,2.822724162
1101,1,Analyst,22,49206,Marketing,24,2,0,1.894592745
1102,0,Associate,28,75658,Operations,27,4,4,3.47980835
1103,0,Analyst,21,40832,Management,17,5,0,2.305270363
1104,0,Analyst,23,47376,Web,25,3,0,1.924709103
1105,1,Analyst,23,44220,Web,25,4,0,2.986995209
1106,0,Senior Analyst,25,59246,Marketing,28,4,1,2.149212868
1107,0,Analyst,25,49559,Management,22,5,2,2.286105407
1108,0,Analyst,22,44806,Finance,27,4,0,2.242299795
1109,0,Analyst,22,49497,Web,19,4,0,1.084188912
1110,1,Analyst,23,40935,IT,19,5,1,1.489390828
1111,1,Analyst,23,48309,Operations,20,5,0,1.976728268
1112,1,Analyst,22,49108,Web,21,2,0,2.165639973
1113,0,Manager,35,143333,Operations,21,3,9,1.347022587
1114,1,Senior Analyst,26,52198,Web,25,5,4,1.037645448
1115,1,Analyst,25,41928,Marketing,27,3,1,2.882956879
1116,0,Senior Manager,35,167378,Operations,26,5,9,5.242984257
1117,1,Analyst,24,48164,Management,16,4,2,1.368925394
1118,0,Analyst,24,45450,Marketing,16,5,1,1.902806297
1119,1,Associate,32,78789,Marketing,28,2,4,4.320328542
1120,0,Analyst,22,44305,Finance,23,4,0,2.32991102
1121,1,Analyst,22,45148,Web,15,3,0,2.343600274
1122,1,Analyst,25,48915,Operations,17,2,2,1.579739904
1123,1,Analyst,21,45223,Marketing,30,3,0,1.954825462
1124,1,Analyst,25,45485,Web,18,5,3,0.985626283
1125,0,Manager,32,130749,Operations,28,5,7,2.417522245
1126,1,Senior Analyst,25,68290,Marketing,15,5,0,1.73853525
1127,0,Analyst,23,41421,IT,22,5,1,1.407255305
1128,0,Analyst,21,40363,IT,27,5,0,1.856262834
1129,1,Analyst,23,41904,Management,26,2,0,2.494182067
1130,0,Analyst,23,49449,Web,20,4,0,1.793292266
1131,1,Analyst,25,43794,IT,15,5,2,1.577002053
1132,0,Analyst,22,42102,Management,16,3,0,1.199178645
1133,1,Senior Analyst,28,54514,Management,16,3,3,1.275838467
1134,1,Analyst,24,43415,Marketing,19,4,1,2.182067077
1135,1,Analyst,25,43528,Marketing,15,4,1,2.918548939
1136,1,Analyst,22,47667,Operations,16,3,0,1.760438056
1137,1,Director,40,319742,IT,20,4,15,1.174537988
1138,1,Analyst,25,47477,Finance,16,4,2,2.236824093
1139,0,Analyst,24,44620,IT,24,4,1,2.119096509
1140,0,Senior Analyst,28,69772,Web,19,3,4,3.274469541
1141,1,Analyst,25,48355,IT,19,3,1,2.948665298
1142,1,Analyst,23,41455,Operations,16,4,0,1.749486653
1143,1,Analyst,24,48581,Operations,21,2,0,2.581793292
1144,0,Analyst,23,43959,Web,19,4,1,1.221081451
1145,1,Analyst,24,41287,Management,22,3,2,1.117043121
1146,1,Analyst,25,47183,IT,23,2,3,1.065023956
1147,0,Analyst,21,48546,IT,21,3,0,1.42642026
1148,0,Analyst,25,49773,IT,27,2,3,0.996577687
1149,0,Analyst,23,48772,Management,26,2,1,1.122518823
1150,0,Analyst,24,41104,Web,18,3,1,2.485968515
1151,0,Analyst,25,40553,Marketing,19,5,2,1.727583847
1152,0,Analyst,23,48272,Web,16,3,0,1.585215606
1153,1,Analyst,25,43438,Web,20,5,2,2.428473648
1154,1,Analyst,24,48181,Finance,22,4,1,2.483230664
1155,1,Analyst,21,45331,Finance,27,2,0,1.568788501
1156,1,Analyst,21,42458,Finance,27,3,0,1.845311431
1157,0,Senior Analyst,26,65875,IT,30,2,0,1.683778234
1158,0,Analyst,24,44108,Operations,27,3,2,1.492128679
1159,0,Analyst,23,46164,Finance,30,5,0,1.839835729
1160,0,Analyst,23,42493,IT,19,2,0,2.54072553
1161,1,Analyst,22,46883,Operations,25,5,0,2.507871321
1162,1,Analyst,23,48587,Management,17,4,0,2.568104038
1163,0,Analyst,24,40950,Management,23,5,0,2.798083504
1164,0,Senior Manager,36,190618,Operations,26,5,10,2.502395619
1165,0,Analyst,25,48784,Finance,29,3,2,1.686516085
1166,0,Analyst,24,44002,Finance,18,3,1,2.162902122
1167,0,Analyst,24,43597,Operations,19,2,0,2.792607803
1168,0,Senior Analyst,28,64432,Web,25,2,5,1.366187543
1169,0,Senior Analyst,28,68884,Operations,26,5,5,1.552361396
1170,0,Senior Analyst,25,50759,Marketing,16,2,1,1.631759069
1171,1,Senior Analyst,27,69301,Web,19,3,4,1.590691307
1172,0,Analyst,23,46217,Management,19,4,1,1.174537988
1173,1,Analyst,21,47261,Finance,21,5,0,2.527036277
1174,1,Analyst,22,48818,IT,17,2,0,2.275154004
1175,1,Analyst,22,48618,Web,16,2,0,2.228610541
1176,0,Associate,31,91316,Marketing,24,2,6,1.817932923
1177,1,Senior Manager,38,154106,Management,16,2,12,4.788501027
1178,1,Senior Manager,37,189307,Finance,18,3,12,2.718685832
1179,1,Analyst,22,44524,IT,21,5,0,1.733059548
1180,0,Analyst,25,40361,Web,24,3,2,1.722108145
1181,1,Analyst,22,44856,IT,26,4,0,1.032169747
1182,1,Manager,32,140762,Operations,29,2,6,3.230663929
1183,0,Analyst,25,47174,Management,19,3,3,1.207392197
1184,0,Analyst,22,47967,Finance,23,4,0,1.642710472
1185,0,Analyst,24,48441,IT,23,3,1,1.719370294
1186,0,Analyst,21,45425,Operations,29,2,0,1.330595483
1187,1,Analyst,23,41404,Finance,25,2,1,1.221081451
1188,1,Analyst,21,41743,Web,21,5,0,2.904859685
1189,0,Senior Analyst,25,52113,Marketing,15,3,0,1.650924025
1190,0,Analyst,24,43150,Marketing,15,4,1,2.102669405
1191,0,Analyst,22,40014,IT,16,3,0,2.138261465
1192,1,Senior Analyst,26,59121,Web,18,5,1,2.620123203
1193,1,Analyst,22,49418,Marketing,26,4,0,2.918548939
1194,1,Analyst,25,41357,Operations,21,3,2,2.250513347
1195,0,Analyst,21,45856,Operations,18,4,0,1.930184805
1196,0,Analyst,21,45316,IT,27,2,0,1.519507187
1197,1,Analyst,21,40332,IT,24,3,0,1.245722108
1198,0,Analyst,22,41673,Operations,15,4,0,1.092402464
1199,1,Analyst,25,45188,Management,29,3,2,1.916495551
1200,1,Analyst,23,47847,Marketing,15,3,0,2.214921287
1201,1,Analyst,25,48268,Finance,23,4,2,2.338124572
1202,1,Analyst,21,48427,Marketing,20,4,0,2.316221766
1203,1,Analyst,21,44774,Operations,29,2,0,2.231348392
1204,0,Analyst,22,42997,Web,24,2,0,1.311430527
1205,0,Analyst,21,48242,Operations,16,3,0,1.59890486
1206,1,Analyst,22,43356,Operations,25,4,0,2.543463381
1207,0,Analyst,22,46543,Web,25,2,0,1.911019849
1208,0,Analyst,24,41610,Web,17,4,0,2.546201232
1209,0,Analyst,22,41430,Management,24,2,0,1.407255305
1210,0,Analyst,24,46779,Web,26,3,2,1.467488022
1211,1,Analyst,25,40786,IT,24,5,2,2.031485284
1212,0,Analyst,25,49492,Operations,28,5,3,1.396303901
1213,1,Associate,30,93212,Web,28,3,2,4.380561259
1214,1,Analyst,23,47691,Web,17,4,1,1.212867899
1215,1,Analyst,21,48127,Marketing,19,3,0,2.74880219
1216,0,Analyst,23,42653,IT,18,4,1,1.075975359
1217,0,Analyst,21,49237,Web,22,3,0,1.155373032
1218,0,Analyst,24,49070,Operations,23,3,0,2.967830253
1219,1,Analyst,25,47843,Operations,27,5,2,1.700205339
1220,1,Senior Analyst,25,56181,Management,15,2,0,3.594798084
1221,0,Senior Manager,39,197246,Management,22,5,10,4.205338809
1222,0,Analyst,25,45986,Management,29,4,1,2.592744695
1223,0,Analyst,24,41500,Management,19,2,0,2.937713895
1224,0,Senior Analyst,25,60778,IT,29,5,0,2.754277892
1225,1,Analyst,21,41124,Operations,17,3,0,1.056810404
1226,1,Analyst,23,40669,Marketing,26,3,0,2.140999316
1227,1,Analyst,24,45278,Finance,23,3,0,2.735112936
1228,1,Analyst,25,45865,Management,23,4,2,1.976728268
1229,1,Analyst,24,42662,Management,24,3,1,1.798767967
1230,1,Senior Analyst,28,67796,IT,21,5,2,3.750855578
1231,0,Analyst,21,43669,Operations,29,5,0,2.666666667
1232,1,Analyst,21,48626,Marketing,27,2,0,1.054072553
1233,0,Analyst,24,45324,Marketing,29,4,2,1.262149213
1234,1,Analyst,21,49247,IT,30,3,0,1.713894593
1235,1,Analyst,23,42737,Finance,24,4,0,1.675564682
1236,1,Analyst,22,45545,Marketing,23,4,0,1.67008898
1237,0,Analyst,24,44212,Management,30,5,1,1.596167009
1238,1,Analyst,23,49736,Marketing,17,4,0,1.848049281
1239,1,Analyst,23,49512,IT,22,5,1,0.950034223
1240,1,Manager,32,104916,Operations,26,4,2,4.813141684
1241,0,Senior Analyst,27,67198,Marketing,20,3,5,1.199178645
1242,1,Analyst,25,42637,Web,25,5,1,2.576317591
1243,1,Analyst,21,45768,Web,30,3,0,2.877481177
1244,1,Analyst,25,43259,Finance,15,3,2,1.864476386
1245,0,Analyst,24,47050,Web,28,2,0,2.53798768
1246,1,Senior Analyst,26,68295,Operations,28,5,3,1.629021218
1247,1,Analyst,24,41506,Operations,19,5,0,2.874743326
1248,1,Analyst,22,42125,Management,24,5,0,1.826146475
1249,0,Senior Analyst,27,60827,Web,18,2,0,1.957563313
1250,1,Senior Analyst,26,61311,IT,29,3,1,1.352498289
1251,1,Analyst,24,41248,IT,21,2,1,2.447638604
1252,0,Analyst,22,47945,Marketing,22,2,0,1.785078713
1253,0,Senior Analyst,26,66908,IT,17,4,1,2.472279261
1254,0,Analyst,22,48959,Marketing,29,2,0,2.228610541
1255,1,Analyst,23,40240,IT,17,5,1,1.407255305
1256,0,Analyst,25,43615,Operations,30,5,2,2.231348392
1257,0,Analyst,25,46650,Web,15,3,2,1.650924025
1258,0,Analyst,23,48148,Operations,29,2,1,1.440109514
1259,1,Analyst,21,43939,Operations,21,4,0,2.765229295
1260,0,Analyst,23,40718,Marketing,15,5,0,1.87816564
1261,1,Analyst,24,47985,Management,20,5,0,2.557152635
1262,0,Analyst,21,44412,Operations,29,5,0,2.179329227
1263,0,Analyst,23,44832,Web,27,4,0,2.997946612
1264,0,Analyst,22,48161,IT,15,5,0,1.943874059
1265,1,Analyst,24,41981,Marketing,24,2,0,2.896646133
1266,1,Analyst,21,45477,Marketing,17,3,0,2.765229295
1267,1,Analyst,22,47890,Management,23,4,0,2.674880219
1268,0,Analyst,22,48736,Finance,15,2,0,2.247775496
1269,0,Analyst,21,47334,Operations,24,2,0,1.073237509
1270,0,Senior Analyst,27,61742,Web,18,5,0,3.920602327
1271,1,Analyst,21,48995,Management,26,3,0,1.782340862
1272,1,Analyst,22,47316,Web,20,4,0,1.691991786
1273,1,Analyst,25,45125,Management,16,4,1,2.836413415
1274,1,Analyst,22,49235,Marketing,19,4,0,2.354551677
1275,1,Manager,34,117726,IT,30,4,8,3.427789185
1276,1,Analyst,23,49095,Operations,29,3,1,1.253935661
1277,1,Associate,32,94212,Finance,24,4,8,2.308008214
1278,1,Analyst,25,42014,Finance,15,4,2,2.135523614
1279,0,Analyst,21,44193,Finance,19,2,0,0.977412731
1280,0,Analyst,22,46510,Operations,15,4,0,2.327173169
1281,0,Analyst,23,48482,Management,21,3,0,2.450376454
1282,0,Analyst,23,45715,Operations,17,2,0,1.976728268
1283,1,Analyst,24,46215,Finance,25,3,0,2.543463381
1284,0,Director,40,319407,Finance,28,5,12,4.845995893
1285,0,Analyst,22,40920,IT,29,5,0,1.563312799
1286,0,Analyst,25,48792,Management,24,4,2,1.845311431
1287,1,Analyst,21,43873,IT,23,5,0,1.366187543
1288,1,Analyst,24,45321,Operations,29,3,1,2.444900753
1289,1,Analyst,22,46848,Marketing,17,2,0,2.266940452
1290,0,Senior Analyst,25,50680,IT,15,5,0,3.493497604
1291,1,Analyst,22,46471,Finance,18,2,0,1.94934976
1292,0,Senior Analyst,28,57896,Marketing,18,4,0,3.227926078
1293,1,Analyst,24,45340,Finance,19,5,1,1.820670773
1294,1,Analyst,23,49873,Web,18,5,1,1.393566051
1295,0,Analyst,23,43257,IT,18,2,1,1.01026694
1296,1,Analyst,22,45062,Web,20,4,0,2.625598905
1297,0,Analyst,21,44513,Operations,22,4,0,1.237508556
1298,1,Analyst,25,44566,Marketing,28,5,3,1.442847365
1299,1,Analyst,23,40372,Management,21,2,0,2.042436687
1300,0,Senior Analyst,25,62595,Web,17,4,0,2.661190965
1301,0,Manager,32,124060,Finance,23,5,5,1.67008898
1302,1,Associate,32,90512,Marketing,19,3,3,4.720054757
1303,1,Analyst,25,41853,Finance,29,2,3,1.188227242
1304,0,Analyst,22,43548,Management,21,3,0,1.67008898
1305,1,Senior Analyst,28,59675,Finance,20,4,3,2.595482546
1306,0,Analyst,22,42398,IT,27,4,0,2.967830253
1307,1,Senior Analyst,28,61638,Finance,23,5,0,3.947980835
1308,1,Analyst,24,42791,IT,27,2,2,1.404517454
1309,0,Senior Analyst,26,64193,Finance,22,3,2,0.977412731
1310,0,Analyst,25,48366,Operations,26,5,1,2.576317591
1311,0,Analyst,25,48470,Operations,24,4,1,2.691307324
1312,0,Senior Analyst,27,60085,Web,17,4,0,3.641341547
1313,1,Senior Analyst,27,56430,Marketing,21,4,0,3.080082136
1314,0,Analyst,24,42910,Management,17,4,0,2.746064339
1315,1,Analyst,24,46265,IT,18,2,2,1.054072553
1316,0,Associate,28,90134,Operations,18,2,0,4.164271047
1317,0,Manager,33,126294,Operations,26,4,5,3.23613963
1318,0,Senior Analyst,25,56291,IT,30,3,1,1.073237509
1319,0,Senior Analyst,27,69329,Operations,18,4,1,1.683778234
1320,1,Associate,31,78274,Web,17,5,1,4.700889802
1321,0,Analyst,23,43681,Operations,17,3,0,1.765913758
1322,0,Senior Manager,36,179845,IT,27,3,6,5.051334702
1323,0,Analyst,21,49453,Web,19,5,0,1.196440794
1324,0,Analyst,21,44447,Marketing,16,4,0,1.464750171
1325,1,Senior Analyst,26,59121,Web,18,5,1,2.620123203
1326,0,Analyst,23,43319,Marketing,22,3,1,1.248459959
1327,1,Analyst,21,44837,IT,16,4,0,2.532511978
1328,0,Analyst,25,43380,IT,23,2,3,1.229295003
1329,0,Senior Analyst,27,57913,Finance,30,2,3,3.088295688
1330,0,Senior Analyst,25,64737,Marketing,30,5,1,2.819986311
1331,0,Analyst,22,46261,Marketing,21,5,0,2.420260096
1332,1,Analyst,23,41899,Finance,18,2,0,1.960301164
1333,0,Analyst,22,48624,Finance,29,4,0,2.299794661
1334,0,Associate,30,73718,IT,18,5,1,4.131416838
1335,0,Associate,30,92460,Marketing,27,3,1,4.52019165
1336,0,Analyst,24,44630,Finance,21,3,1,1.763175907
1337,1,Analyst,21,48067,Web,15,4,0,1.667351129
1338,0,Analyst,23,45927,Finance,15,3,0,2.080766598
1339,0,Analyst,24,43721,Operations,21,5,1,1.998631075
1340,0,Associate,32,91035,Operations,25,3,5,2.113620808
1341,0,Analyst,23,40264,Web,24,2,0,2.628336756
1342,0,Senior Analyst,25,66250,IT,19,5,0,3.531827515
1343,1,Analyst,24,44576,Finance,18,2,2,1.130732375
1344,0,Analyst,23,46927,Management,30,3,0,2.168377823
1345,1,Analyst,23,49712,IT,23,5,0,1.828884326
1346,0,Analyst,21,46772,Operations,30,4,0,1.204654346
1347,1,Manager,34,138812,Marketing,27,2,11,2.444900753
1348,1,Analyst,23,40196,Finance,23,5,1,0.982888433
1349,1,Senior Analyst,28,51084,Management,22,4,1,3.657768652
1350,0,Analyst,25,46927,Web,19,3,1,2.595482546
1351,0,Analyst,24,46349,Web,22,2,1,2.069815195
1352,0,Senior Analyst,26,50343,Finance,22,2,0,3.846680356
1353,0,Analyst,24,45507,Web,17,2,2,1.25119781
1354,0,Associate,30,81319,Finance,24,5,2,4.772073922
1355,1,Analyst,25,46322,Operations,27,3,1,2.683093771
1356,1,Analyst,23,42950,Management,17,2,0,2.7816564
1357,0,Analyst,24,48660,Web,29,5,2,1.256673511
1358,1,Analyst,24,41920,IT,22,3,1,2.162902122
1359,0,Analyst,21,47754,Web,21,2,0,2.743326489
1360,1,Analyst,21,42395,IT,18,4,0,2.209445585
1361,1,Analyst,22,44555,Web,26,3,0,1.984941821
1362,0,Analyst,25,44112,Management,15,5,3,0.944558522
1363,0,Analyst,22,46029,Web,23,3,0,1.880903491
1364,0,Analyst,21,47134,Marketing,20,5,0,2.236824093
1365,1,Analyst,23,47736,IT,27,4,1,1.127994524
1366,0,Analyst,23,45460,Marketing,18,3,0,2.22587269
1367,1,Senior Analyst,26,58872,IT,23,2,0,1.689253936
1368,1,Senior Analyst,27,69301,Web,19,3,4,1.590691307
1369,0,Analyst,25,48458,Finance,19,5,1,2.839151266
1370,1,Analyst,23,44178,IT,24,4,0,1.593429158
1371,0,Analyst,22,46261,Marketing,21,5,0,2.420260096
1372,0,Analyst,24,41045,Web,28,2,0,2.962354552
1373,1,Analyst,22,45193,IT,25,2,0,2.579055441
1374,1,Analyst,22,42853,Operations,17,4,0,2.652977413
1375,0,Analyst,24,49633,Management,24,4,0,2.830937714
1376,1,Analyst,23,45306,Operations,21,5,1,1.409993155
